"","Player","Games.Played","Minutes","Points.Per.Game","Rebounds.Per.Game","Assists.Per.Game","Steals.Per.Game","Blocks.Per.Game","Turnovers.Per.Game","Field.Goal.Percent","Free.Throw.Percent","Three.Point.FieldGoal.Percent","Year","Team","City","Conference"
"1394","Jessan Gray",31,12.2,3.5,2.5,0.3,0.2,0.5,0.6,0.454,0.571,0.375,"2006-2007","Iowa State Cyclones","Ames, IA","Big 12"
"1395","Brock Jacobson",23,6.7,1.5,0.2,0.2,0,0,0.2,0.256,0.8,0.263,"2006-2007","Iowa State Cyclones","Ames, IA","Big 12"
"1396","Ross Marsden",23,9.6,1.3,1.6,0.4,0.1,0.2,0.2,0.684,0.3,1,"2006-2007","Iowa State Cyclones","Ames, IA","Big 12"
"1397","Mark Currie",15,3.9,0.9,0.1,0.1,0,0.1,0,0.5,0,0.429,"2006-2007","Iowa State Cyclones","Ames, IA","Big 12"
"1398","Mike Smith",7,2.9,0.7,0.6,0,0,0,0,0.286,0.5,0,"2006-2007","Iowa State Cyclones","Ames, IA","Big 12"
"1399","Chris Ceaser",15,6.7,0.4,0.6,0.2,0.1,0.1,0.5,0.222,0,0.5,"2006-2007","Iowa State Cyclones","Ames, IA","Big 12"
"1400","Jeff Bergstrom",8,2.8,0.4,0,0,0,0,0.3,0.5,1,0,"2006-2007","Iowa State Cyclones","Ames, IA","Big 12"
"1401","Dustin Streff",8,2.8,0.3,0.9,0.1,0,0,0,0.333,0,0,"2006-2007","Iowa State Cyclones","Ames, IA","Big 12"
"1404","Curtis Stinson",30,35.6,19.4,5.2,5.5,2.4,0,3.4,0.455,0.664,0.339,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1405","Will Blalock",30,35.7,15.4,3.3,6.1,2.2,0.1,3,0.447,0.659,0.398,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1406","Rahshon Clark",30,27.5,13.1,5.5,1.4,1.4,1,1.4,0.495,0.767,0.372,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1407","Jiri Hubalek",30,20.2,8.6,3.9,0.7,0.9,0.3,1,0.515,0.727,0.239,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1408","Shawn Taggart",30,17.7,5.6,3.6,0.3,0.5,0.3,1.3,0.451,0.695,0,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1409","Tasheed Carr",22,16.9,5,2.3,1,1,0,1.5,0.333,0.733,0.158,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1410","Jessan Gray",19,13.3,4.3,1.9,0.3,0.3,0.5,0.4,0.468,0.857,0.5,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1411","John Neal",28,12.8,3.6,0.9,0.4,0.5,0,0.3,0.425,1,0.427,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1412","Anthony Davis",24,14,3.2,2.3,0.7,0.4,0.2,1,0.291,0.606,0.194,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1413","Ross Marsden",27,22.7,2.7,2.7,0.8,0.5,0.3,0.5,0.532,0.538,0,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1414","Dustin Streff",2,2.5,1,0,0,0,0,0,0,1,0,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1415","Chris Ceaser",6,1.3,0.7,0.5,0,0,0.2,0.3,0.5,1,0,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1416","Mike Evanovich",8,2.8,0.6,0.4,0,0.3,0,0,0,0.833,0,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1417","Jeff Bergstrom",5,1.6,0.4,0.8,0,0.2,0,0.2,0.5,0,0,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1418","Mark Currie",3,1,0,0.3,0,0,0,0,0,0,0,"2005-2006","Iowa State Cyclones","Ames, IA","Big 12"
"1421","Curtis Stinson",31,35.6,17.2,5.5,4.5,2.3,0.1,3.2,0.438,0.694,0.256,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1422","Jared Homan",31,36.3,13.6,8.7,1.1,0.8,2.1,2,0.43,0.699,0.1,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1423","Will Blalock",30,36.9,12.3,3.2,4.9,2,0.1,2.5,0.405,0.78,0.264,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1424","Rahshon Clark",31,23.2,7.3,4.1,1,1.6,0.7,1.5,0.54,0.696,0.404,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1425","Tasheed Carr",31,18.5,5.8,2.2,1.4,0.9,0,1.2,0.372,0.689,0.341,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1426","Damion Staple",31,26.3,5.8,4.7,0.6,1.1,0.4,1.1,0.536,0.463,0,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1427","Anthony Davis",12,12.5,4.6,1.8,0.3,0.3,0,1.2,0.433,0.793,0.4,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1428","Robert Faulkner",12,12.3,3.7,3,0.3,0.5,0.4,1.2,0.7,0.5,0,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1429","Reggie George",11,12.8,3.5,2.3,0.3,0.1,0.7,0.5,0.441,0.529,0,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1430","John Neal",29,11.2,1.8,1.1,0.6,0.3,0,0.4,0.234,0.7,0.255,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1431","Dave Braet",10,3.5,0.7,0.4,0.2,0.2,0,0.1,0.273,0,0.167,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1432","Chris Ceaser",5,1.2,0.4,0.2,0.2,0,0,0,0.333,0,0,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1433","Jeff Bergstrom",6,1.2,0.3,0.2,0.3,0.2,0,0.2,0.5,0,0,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1434","Dustin Streff",6,1,0.3,0.3,0.2,0,0,0.2,1,0,0,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1435","Aaron Agnew",9,1.7,0.2,0.3,0,0,0.2,0.2,0.333,0,0,"2004-2005","Iowa State Cyclones","Ames, IA","Big 12"
"1438","Curtis Stinson",33,35.1,16.2,6,4.3,1.7,0.2,3.8,0.479,0.658,0.288,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1439","Jake Sullivan",33,33.8,14.6,1.9,1.6,0.5,0.1,1.4,0.437,0.933,0.383,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1440","Jackson Vroman",32,30.7,13.9,9.6,2.3,1.4,0.7,3.2,0.564,0.507,0.143,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1441","Jared Homan",32,28.1,11.1,6.3,0.5,0.8,2.3,1.5,0.443,0.673,0.2,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1442","Will Blalock",33,30.7,7.5,2.8,4.1,1.6,0.1,2.2,0.398,0.701,0.435,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1443","Marcus Jefferson",27,18.4,5.9,3.6,0.9,1.1,0.1,1.2,0.439,0.652,0.35,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1444","Damion Staple",33,13.5,4.1,2.8,0.2,0.8,0.5,0.8,0.496,0.5,0,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1445","Mark Boll",1,2,3,2,0,0,0,1,0.5,0,0.5,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1446","John Neal",25,10.1,2.1,1.1,0.4,0.4,0,0.2,0.375,0.4,0.375,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1447","Reggie George",25,6.8,1.4,1.3,0.1,0,0.4,0.6,0.5,0.5,0,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1448","Andrew Skoglund",17,3.6,0.5,0.6,0,0.1,0.2,0.4,0.333,0.667,0,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1449","Justin Fries",12,3,0.2,0.3,0.4,0.3,0.1,0.1,1,0,0,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1450","Dave Braet",5,1.4,0,0.4,0,0,0,0,0,0,0,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1451","Jeff Bergstrom",4,1.3,0,0,0,0,0,1,0,0,0,"2003-2004","Iowa State Cyclones","Ames, IA","Big 12"
"1454","Jake Sullivan",31,35.5,17,3,2.4,0.6,0.2,2.5,0.453,0.873,0.419,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1455","Jackson Vroman",31,30.5,12.5,9.4,1.8,1,1.5,2.5,0.552,0.516,0,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1456","Tim Barnes",31,36.4,11.3,3.6,5,1.3,0.1,2.8,0.422,0.55,0.383,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1457","Adam Haluska",31,28.6,9.2,3.6,1,0.7,0.4,1.3,0.398,0.76,0.336,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1458","Marcus Jefferson",29,20.4,8.4,3.5,0.8,0.9,0.5,1.3,0.47,0.763,0.364,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1459","Chris Alexander",9,19.1,7.7,5.2,0.4,0.3,1,1.4,0.518,0.579,0,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1460","Jared Homan",31,26.9,7.5,6.4,0.5,0.6,1.9,1.4,0.444,0.714,0,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1461","Omar Bynum",22,9.5,2.9,1.7,0.2,0.4,0.3,0.7,0.429,0.739,0.444,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1462","Andrew Skoglund",16,5.8,0.9,0.7,0.1,0.1,0.5,0.3,0.313,0.667,0,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1463","Adam Schaper",3,3,0.7,1,0,0,0,0,1,0,0,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1464","Clint Varley",21,8.5,0.3,1.7,0.3,0.1,0.1,0.4,0.4,0.25,0,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1465","John Neal",15,3.5,0.2,0.5,0.1,0,0,0.2,0.143,0,0.2,"2002-2003","Iowa State Cyclones","Ames, IA","Big 12"
"1468","Tyray Pearson",31,31.5,18.7,7.8,0.7,0.8,1.1,2.2,0.499,0.743,0,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1469","Jake Sullivan",28,34.5,16,2.2,2.3,0.6,0.1,2.5,0.447,0.9,0.472,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1470","Shane Power",31,37.5,13.6,4.5,2.4,1.2,0.4,1.9,0.438,0.795,0.315,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1471","Marcus Jefferson",31,25.7,7.3,4.1,1.4,1,0.5,2.2,0.479,0.732,0.433,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1472","Omar Bynum",31,25.8,7.2,6.7,1.1,0.7,0.6,1.4,0.509,0.547,0.182,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1473","Tommie King",7,18,4.6,3.4,0.3,0.3,0.1,0.9,0.4,0.857,0,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1474","Jared Homan",31,16.6,3.6,3.4,0.3,0.3,1.3,1,0.486,0.695,0,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1475","Ricky Morgan",29,22.2,2.6,1.9,3.1,0.4,0,2.7,0.333,0.684,0.174,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1476","Adam Schaper",10,6.8,1.7,1.2,0,0,0.1,0.5,0.462,0.556,0,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1477","Clint Varley",14,4.6,1.1,1.5,0.2,0.1,0.3,0.3,0.429,0.429,0,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1478","Andrew Skoglund",11,3.6,0.5,0.9,0,0,0.3,0.2,0.083,1,0,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1479","Brian Gahan",5,2,0.4,1.2,0,0,0,0.6,0,1,0,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1480","Brandon Nicol",12,2.8,0.3,0.1,0.2,0,0,0.3,0,0.75,0,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1481","Brad Davis",5,1,0,0,0,0,0,0,0,0,0,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1482","Justin Fries",6,2.8,0,0.3,0.5,0,0,0.7,0,0,0,"2001-2002","Iowa State Cyclones","Ames, IA","Big 12"
"1485","Pierre Jackson",36,34.8,19.8,3.8,7.1,1.5,0,3.4,0.427,0.8,0.359,"2012-2013","Baylor Bears","Waco, TX","Big 12"
"1486","Cory Jefferson",37,27.9,13.3,8,0.3,0.5,1.9,0.8,0.61,0.704,0.333,"2012-2013","Baylor Bears","Waco, TX","Big 12"
